# Version 1.00
#
# Rohde & Schwarz ZVL6 2Ports - Version 3.20 - 1303.6509k06 SN: 100942
# Date: 2025-12-02 17:04:33
# Data & Calibration Information:
# Mem3[Trc2]:S12(Cal Off)
freq[Hz]	Mem3[Trc2]_S12[dB]	
1.309280000000000E+007	-2.541891834104982E+001	
1.310025000000000E+007	-2.545594165962832E+001	
1.310770000000000E+007	-2.549199219155064E+001	
1.311515000000000E+007	-2.553022805175001E+001	
1.312260000000000E+007	-2.556665144556793E+001	
1.313005000000000E+007	-2.559872704443448E+001	
1.313750000000000E+007	-2.563361407176586E+001	
1.314495000000000E+007	-2.567143198623905E+001	
1.315240000000000E+007	-2.570811621093525E+001	
1.315985000000000E+007	-2.574549808168879E+001	
1.316730000000000E+007	-2.578403117892170E+001	
1.317475000000000E+007	-2.581679380519400E+001	
1.318220000000000E+007	-2.584872303362893E+001	
1.318965000000000E+007	-2.589167223967760E+001	
1.319710000000000E+007	-2.592523112053533E+001	
1.320455000000000E+007	-2.596797425946941E+001	
1.321200000000000E+007	-2.599652176431692E+001	
1.321945000000000E+007	-2.603262427336555E+001	
1.322690000000000E+007	-2.606982177930738E+001	
1.323435000000000E+007	-2.611658442795054E+001	
1.324180000000000E+007	-2.614547053032981E+001	
1.324925000000000E+007	-2.618868602662979E+001	
1.325670000000000E+007	-2.622511455392964E+001	
1.326415000000000E+007	-2.625906599291676E+001	
1.327160000000000E+007	-2.629668144661613E+001	
1.327905000000000E+007	-2.633864208056550E+001	
1.328650000000000E+007	-2.637543947802431E+001	
1.329395000000000E+007	-2.641561637793739E+001	
1.330140000000000E+007	-2.644751249539036E+001	
1.330885000000000E+007	-2.648183434818931E+001	
1.331630000000000E+007	-2.652387795299108E+001	
1.332375000000000E+007	-2.656938381360974E+001	
1.333120000000000E+007	-2.661110947733407E+001	
1.333865000000000E+007	-2.663886142821502E+001	
1.334610000000000E+007	-2.668324198864827E+001	
1.335355000000000E+007	-2.672247427472011E+001	
1.336100000000000E+007	-2.676476426592548E+001	
1.336845000000000E+007	-2.680822112466965E+001	
1.337590000000000E+007	-2.684129920277577E+001	
1.338335000000000E+007	-2.687964710587436E+001	
1.339080000000000E+007	-2.692082523662087E+001	
1.339825000000000E+007	-2.695203818515401E+001	
1.340570000000000E+007	-2.700005569756854E+001	
1.341315000000000E+007	-2.702958766717104E+001	
1.342060000000000E+007	-2.707950349014348E+001	
1.342805000000000E+007	-2.710739938330469E+001	
1.343550000000000E+007	-2.715666204903291E+001	
1.344295000000000E+007	-2.719324308599525E+001	
1.345040000000000E+007	-2.723429466147731E+001	
1.345785000000000E+007	-2.727553299003276E+001	
1.346530000000000E+007	-2.730271739090989E+001	
1.347275000000000E+007	-2.734583293419426E+001	
1.348020000000000E+007	-2.738767732657628E+001	
1.348765000000000E+007	-2.742615983310890E+001	
1.349510000000000E+007	-2.747015238834314E+001	
1.350255000000000E+007	-2.750307037184458E+001	
1.351000000000000E+007	-2.755431024000867E+001	
1.351745000000000E+007	-2.758640266485014E+001	
1.352490000000000E+007	-2.762242763299019E+001	
1.353235000000000E+007	-2.766272984637663E+001	
1.353980000000000E+007	-2.770293290124248E+001	
1.354725000000000E+007	-2.774025103047275E+001	
1.355470000000000E+007	-2.778753198117844E+001	
1.356215000000000E+007	-2.782453715643780E+001	
1.356960000000000E+007	-2.786173449928943E+001	
1.357705000000000E+007	-2.790212929040843E+001	
1.358450000000000E+007	-2.793603056002737E+001	
1.359195000000000E+007	-2.797756053434511E+001	
1.359940000000000E+007	-2.801431256332696E+001	
1.360685000000000E+007	-2.805198563158050E+001	
1.361430000000000E+007	-2.809628319657059E+001	
1.362175000000000E+007	-2.813787307242830E+001	
1.362920000000000E+007	-2.817350590845890E+001	
1.363665000000000E+007	-2.820496579946906E+001	
1.364410000000000E+007	-2.824876173186721E+001	
1.365155000000000E+007	-2.828728833524205E+001	
1.365900000000000E+007	-2.832826172859948E+001	
1.366645000000000E+007	-2.836482743876186E+001	
1.367390000000000E+007	-2.839478083490093E+001	
1.368135000000000E+007	-2.844265219669692E+001	
1.368880000000000E+007	-2.847856187336751E+001	
1.369625000000000E+007	-2.851854509844425E+001	
1.370370000000000E+007	-2.855578016871977E+001	
1.371115000000000E+007	-2.858661863073690E+001	
1.371860000000000E+007	-2.862408606266494E+001	
1.372605000000000E+007	-2.866569879709610E+001	
1.373350000000000E+007	-2.869868592358377E+001	
1.374095000000000E+007	-2.874708845518146E+001	
1.374840000000000E+007	-2.877858163768773E+001	
1.375585000000000E+007	-2.880940669344243E+001	
1.376330000000000E+007	-2.884930849500026E+001	
1.377075000000000E+007	-2.888535000143950E+001	
1.377820000000000E+007	-2.892217291079400E+001	
1.378565000000000E+007	-2.895625111100944E+001	
1.379310000000000E+007	-2.898815605410688E+001	
1.380055000000000E+007	-2.903393251109056E+001	
1.380800000000000E+007	-2.906816394345166E+001	
1.381545000000000E+007	-2.909562470311393E+001	
1.382290000000000E+007	-2.912950511970161E+001	
1.383035000000000E+007	-2.916159172991618E+001	
1.383780000000000E+007	-2.919822709569392E+001	
1.384525000000000E+007	-2.923493359707524E+001	
1.385270000000000E+007	-2.927110530384852E+001	
1.386015000000000E+007	-2.930340975072747E+001	
1.386760000000000E+007	-2.933151883777779E+001	
1.387505000000000E+007	-2.937939303490362E+001	
1.388250000000000E+007	-2.939788111397465E+001	
1.388995000000000E+007	-2.943004991334726E+001	
1.389740000000000E+007	-2.945916932410874E+001	
1.390485000000000E+007	-2.948673753884246E+001	
1.391230000000000E+007	-2.952576319241056E+001	
1.391975000000000E+007	-2.955774806935423E+001	
1.392720000000000E+007	-2.958586072560437E+001	
1.393465000000000E+007	-2.962769322760017E+001	
1.394210000000000E+007	-2.964970735273504E+001	
1.394955000000000E+007	-2.968109518371700E+001	
1.395700000000000E+007	-2.971127121228830E+001	
1.396445000000000E+007	-2.974704692856057E+001	
1.397190000000000E+007	-2.977028567442211E+001	
1.397935000000000E+007	-2.980639558372785E+001	
1.398680000000000E+007	-2.981654917199887E+001	
1.399425000000000E+007	-2.986318140760154E+001	
1.400170000000000E+007	-2.988861499621410E+001	
1.400915000000000E+007	-2.991647085830548E+001	
1.401660000000000E+007	-2.994697842764451E+001	
1.402405000000000E+007	-2.997204864659614E+001	
1.403150000000000E+007	-2.999749717708516E+001	
1.403895000000000E+007	-3.002337512107449E+001	
1.404640000000000E+007	-3.006035078905659E+001	
1.405385000000000E+007	-3.008660650451257E+001	
1.406130000000000E+007	-3.011170222282498E+001	
1.406875000000000E+007	-3.013424051008665E+001	
1.407620000000000E+007	-3.015720281140064E+001	
1.408365000000000E+007	-3.018159776261620E+001	
1.409110000000000E+007	-3.021410820078663E+001	
1.409855000000000E+007	-3.022736517629534E+001	
1.410600000000000E+007	-3.026112506275270E+001	
1.411345000000000E+007	-3.028188223162229E+001	
1.412090000000000E+007	-3.031129649991608E+001	
1.412835000000000E+007	-3.032673799954463E+001	
1.413580000000000E+007	-3.035735300670893E+001	
1.414325000000000E+007	-3.037157705275514E+001	
1.415070000000000E+007	-3.039653680424981E+001	
1.415815000000000E+007	-3.041352871685004E+001	
1.416560000000000E+007	-3.045396326275639E+001	
1.417305000000000E+007	-3.046428499001126E+001	
1.418050000000000E+007	-3.048305271418743E+001	
1.418795000000000E+007	-3.051796369656515E+001	
1.419540000000000E+007	-3.053186188643522E+001	
1.420285000000000E+007	-3.053306579456919E+001	
1.421030000000000E+007	-3.056973626517282E+001	
1.421775000000000E+007	-3.058156666439119E+001	
1.422520000000000E+007	-3.059537063703136E+001	
1.423265000000000E+007	-3.062391161481481E+001	
1.424010000000000E+007	-3.063838097809496E+001	
1.424755000000000E+007	-3.064752519013503E+001	
1.425500000000000E+007	-3.067558323738215E+001	
1.426245000000000E+007	-3.069187209249811E+001	
1.426990000000000E+007	-3.069269058689815E+001	
1.427735000000000E+007	-3.072506664832201E+001	
1.428480000000000E+007	-3.072622324100608E+001	
1.429225000000000E+007	-3.074170628937150E+001	
1.429970000000000E+007	-3.076201653592354E+001	
1.430715000000000E+007	-3.078314116748831E+001	
1.431460000000000E+007	-3.078739145844261E+001	
1.432205000000000E+007	-3.080902414683002E+001	
1.432950000000000E+007	-3.081159690670200E+001	
1.433695000000000E+007	-3.082043592636571E+001	
1.434440000000000E+007	-3.083528822470533E+001	
1.435185000000000E+007	-3.084835539851055E+001	
1.435930000000000E+007	-3.086831696098992E+001	
1.436675000000000E+007	-3.087569399779057E+001	
1.437420000000000E+007	-3.088241974828104E+001	
1.438165000000000E+007	-3.089296964708514E+001	
1.438910000000000E+007	-3.089581920433800E+001	
1.439655000000000E+007	-3.090583118821078E+001	
1.440400000000000E+007	-3.091500523364937E+001	
1.441145000000000E+007	-3.092354744854124E+001	
1.441890000000000E+007	-3.092883963305051E+001	
1.442635000000000E+007	-3.094497810803404E+001	
1.443380000000000E+007	-3.093523598324936E+001	
1.444125000000000E+007	-3.095237143966021E+001	
1.444870000000000E+007	-3.095904678207177E+001	
1.445615000000000E+007	-3.096750870060139E+001	
1.446360000000000E+007	-3.096311345623214E+001	
1.447105000000000E+007	-3.096683699790107E+001	
1.447850000000000E+007	-3.097690533433864E+001	
1.448595000000000E+007	-3.098016138662939E+001	
1.449340000000000E+007	-3.098986774780251E+001	
1.450085000000000E+007	-3.098961423327652E+001	
1.450830000000000E+007	-3.099894765837519E+001	
1.451575000000000E+007	-3.099696876641272E+001	
1.452320000000000E+007	-3.100220805339507E+001	
1.453065000000000E+007	-3.099341011508980E+001	
1.453810000000000E+007	-3.100711438553064E+001	
1.454555000000000E+007	-3.100918442343523E+001	
1.455300000000000E+007	-3.100400796713919E+001	
1.456045000000000E+007	-3.099001504998324E+001	
1.456790000000000E+007	-3.099602380201788E+001	
1.457535000000000E+007	-3.098225560549752E+001	
1.458280000000000E+007	-3.098398553419954E+001	
1.459025000000000E+007	-3.099175853618399E+001	
1.459770000000000E+007	-3.098983093295319E+001	
1.460515000000000E+007	-3.098334707601856E+001	
1.461260000000000E+007	-3.097176712494810E+001	
1.462005000000000E+007	-3.097252995997262E+001	
1.462750000000000E+007	-3.096973951248921E+001	
1.463495000000000E+007	-3.096496779900931E+001	
1.464240000000000E+007	-3.095781533884780E+001	
1.464985000000000E+007	-3.096278867781988E+001	
1.465730000000000E+007	-3.095029347987925E+001	
1.466475000000000E+007	-3.094859599365287E+001	
1.467220000000000E+007	-3.094840328578463E+001	
1.467965000000000E+007	-3.093308984062020E+001	
1.468710000000000E+007	-3.091996166594756E+001	
1.469455000000000E+007	-3.091350606351515E+001	
1.470200000000000E+007	-3.089822190536634E+001	
1.470945000000000E+007	-3.089549046863283E+001	
1.471690000000000E+007	-3.088401604183639E+001	
1.472435000000000E+007	-3.087493254102019E+001	
1.473180000000000E+007	-3.085912156204724E+001	
1.473925000000000E+007	-3.085321695542493E+001	
1.474670000000000E+007	-3.084303459426840E+001	
1.475415000000000E+007	-3.084160305081264E+001	
1.476160000000000E+007	-3.082298511019678E+001	
1.476905000000000E+007	-3.080511203051176E+001	
1.477650000000000E+007	-3.080211868160513E+001	
1.478395000000000E+007	-3.078776201601637E+001	
1.479140000000000E+007	-3.077764215142150E+001	
1.479885000000000E+007	-3.076712904830373E+001	
1.480630000000000E+007	-3.075548208376271E+001	
1.481375000000000E+007	-3.074685775168136E+001	
1.482120000000000E+007	-3.071350004116685E+001	
1.482865000000000E+007	-3.071167018336554E+001	
1.483610000000000E+007	-3.069687701810401E+001	
1.484355000000000E+007	-3.067922930851652E+001	
1.485100000000000E+007	-3.066739709770933E+001	
1.485845000000000E+007	-3.064891004102573E+001	
1.486590000000000E+007	-3.063780708593117E+001	
1.487335000000000E+007	-3.062213159862259E+001	
1.488080000000000E+007	-3.060273767224038E+001	
1.488825000000000E+007	-3.058715368091260E+001	
1.489570000000000E+007	-3.056957869608160E+001	
1.490315000000000E+007	-3.055258774083440E+001	
1.491060000000000E+007	-3.053511511932192E+001	
1.491805000000000E+007	-3.051522103865116E+001	
1.492550000000000E+007	-3.050196342672876E+001	
1.493295000000000E+007	-3.048083231158493E+001	
1.494040000000000E+007	-3.045889969098939E+001	
1.494785000000000E+007	-3.043732372075379E+001	
1.495530000000000E+007	-3.042074383867078E+001	
1.496275000000000E+007	-3.039658903800768E+001	
1.497020000000000E+007	-3.038441668619870E+001	
1.497765000000000E+007	-3.036053232882028E+001	
1.498510000000000E+007	-3.034427550313026E+001	
1.499255000000000E+007	-3.032817819155422E+001	
1.500000000000000E+007	-3.030876256165195E+001	
