# Version 1.00
#
# Rohde & Schwarz ZVL6 2Ports - Version 3.20 - 1303.6509k06 SN: 100942
# Date: 2025-12-02 17:04:33
# Data & Calibration Information:
# Mem3[Trc2]:S12(Cal Off)
freq[Hz]	Mem3[Trc2]_S12[dB]	
4.495500000000000E+006	-1.138331187319975E-001	
4.502950000000000E+006	-1.652050311811334E-001	
4.510400000000000E+006	-2.127187045848279E-001	
4.517850000000000E+006	-2.626831683209071E-001	
4.525300000000000E+006	-3.135572176263120E-001	
4.532750000000000E+006	-3.657437776850648E-001	
4.540200000000000E+006	-4.174950189146958E-001	
4.547650000000000E+006	-4.615142784080805E-001	
4.555100000000000E+006	-5.176563670012661E-001	
4.562550000000000E+006	-5.690198725720302E-001	
4.570000000000000E+006	-6.153856549368213E-001	
4.577450000000000E+006	-6.729031194829145E-001	
4.584900000000000E+006	-7.222072801668036E-001	
4.592350000000000E+006	-7.706438896052702E-001	
4.599800000000000E+006	-8.195985490690583E-001	
4.607250000000000E+006	-8.732147102127881E-001	
4.614700000000000E+006	-9.277333207967012E-001	
4.622150000000000E+006	-9.800257782848353E-001	
4.629600000000000E+006	-1.033441994186286E+000	
4.637050000000000E+006	-1.087049240103526E+000	
4.644500000000000E+006	-1.138567476942730E+000	
4.651950000000000E+006	-1.191878825981088E+000	
4.659400000000000E+006	-1.237307315627287E+000	
4.666850000000000E+006	-1.293213383762188E+000	
4.674300000000000E+006	-1.352178244454451E+000	
4.681750000000000E+006	-1.398669162539395E+000	
4.689200000000000E+006	-1.450218394142148E+000	
4.696650000000000E+006	-1.505768027093030E+000	
4.704100000000000E+006	-1.559734746892098E+000	
4.711550000000000E+006	-1.611671176449782E+000	
4.719000000000000E+006	-1.663170186126887E+000	
4.726450000000000E+006	-1.717831757548654E+000	
4.733900000000000E+006	-1.772233061489039E+000	
4.741350000000000E+006	-1.822283625757418E+000	
4.748800000000000E+006	-1.876592230502182E+000	
4.756250000000000E+006	-1.938601159533430E+000	
4.763700000000000E+006	-1.992046720084284E+000	
4.771150000000000E+006	-2.042165219038446E+000	
4.778600000000000E+006	-2.096327691406438E+000	
4.786050000000000E+006	-2.156798138788709E+000	
4.793500000000000E+006	-2.211743029702951E+000	
4.800950000000000E+006	-2.267669378335894E+000	
4.808400000000000E+006	-2.316753941685116E+000	
4.815850000000000E+006	-2.376940370708731E+000	
4.823300000000000E+006	-2.431771093287129E+000	
4.830750000000000E+006	-2.487450135071433E+000	
4.838200000000000E+006	-2.547517475858799E+000	
4.845650000000000E+006	-2.601405074933939E+000	
4.853100000000000E+006	-2.658804952383280E+000	
4.860550000000000E+006	-2.716160694528151E+000	
4.868000000000000E+006	-2.777280885967633E+000	
4.875450000000000E+006	-2.834221203392360E+000	
4.882900000000000E+006	-2.889082562471338E+000	
4.890350000000000E+006	-2.953625591626640E+000	
4.897800000000000E+006	-3.007590705918193E+000	
4.905250000000000E+006	-3.067171306357165E+000	
4.912700000000000E+006	-3.128145401761505E+000	
4.920150000000000E+006	-3.180415973822906E+000	
4.927600000000000E+006	-3.243975863547403E+000	
4.935050000000000E+006	-3.304380410705210E+000	
4.942500000000000E+006	-3.364045207889744E+000	
4.949950000000000E+006	-3.420674678044994E+000	
4.957400000000000E+006	-3.485661166000160E+000	
4.964850000000000E+006	-3.539380497283228E+000	
4.972300000000000E+006	-3.606206481069227E+000	
4.979750000000000E+006	-3.666652071845930E+000	
4.987200000000000E+006	-3.728598354196768E+000	
4.994650000000000E+006	-3.794856101989619E+000	
5.002100000000000E+006	-3.854482523912327E+000	
5.009550000000000E+006	-3.920464927770639E+000	
5.017000000000000E+006	-3.980755300605339E+000	
5.024450000000000E+006	-4.047180905398303E+000	
5.031900000000000E+006	-4.108003574305458E+000	
5.039350000000000E+006	-4.171579447816472E+000	
5.046800000000000E+006	-4.235993470057284E+000	
5.054250000000000E+006	-4.296561219697688E+000	
5.061700000000000E+006	-4.362677211199837E+000	
5.069150000000000E+006	-4.421846296085942E+000	
5.076600000000000E+006	-4.494500818303285E+000	
5.084050000000000E+006	-4.552130754225001E+000	
5.091500000000000E+006	-4.625557339179420E+000	
5.098950000000000E+006	-4.691517118166048E+000	
5.106400000000000E+006	-4.755021598487863E+000	
5.113850000000000E+006	-4.824247154183260E+000	
5.121300000000000E+006	-4.890754943565798E+000	
5.128750000000000E+006	-4.953795042375251E+000	
5.136200000000000E+006	-5.022851522379270E+000	
5.143650000000000E+006	-5.088413914333638E+000	
5.151100000000000E+006	-5.159678116686611E+000	
5.158550000000000E+006	-5.227118218765206E+000	
5.166000000000000E+006	-5.294038962732596E+000	
5.173450000000000E+006	-5.364898975954026E+000	
5.180900000000000E+006	-5.433205796272886E+000	
5.188350000000000E+006	-5.499028208836164E+000	
5.195800000000000E+006	-5.575016592629289E+000	
5.203250000000000E+006	-5.639190622297557E+000	
5.210700000000000E+006	-5.711527631178849E+000	
5.218150000000000E+006	-5.782339041450495E+000	
5.225600000000000E+006	-5.852875590042779E+000	
5.233050000000000E+006	-5.924006911676867E+000	
5.240500000000000E+006	-5.996662907718184E+000	
5.247950000000000E+006	-6.062017752488023E+000	
5.255400000000000E+006	-6.134118211945578E+000	
5.262850000000000E+006	-6.203911969921217E+000	
5.270300000000000E+006	-6.279745286474416E+000	
5.277750000000000E+006	-6.347094098063184E+000	
5.285200000000000E+006	-6.421251502254571E+000	
5.292650000000000E+006	-6.497191863639408E+000	
5.300100000000000E+006	-6.570187126094938E+000	
5.307550000000000E+006	-6.642622867028264E+000	
5.315000000000000E+006	-6.719271623506656E+000	
5.322450000000000E+006	-6.790777771178992E+000	
5.329900000000000E+006	-6.866670583927237E+000	
5.337350000000000E+006	-6.943142623307445E+000	
5.344800000000000E+006	-7.017048476732954E+000	
5.352250000000000E+006	-7.094194624209961E+000	
5.359700000000000E+006	-7.167829983930828E+000	
5.367150000000000E+006	-7.246035370194266E+000	
5.374600000000000E+006	-7.320925435347289E+000	
5.382050000000000E+006	-7.398789145582948E+000	
5.389500000000000E+006	-7.476429213133631E+000	
5.396950000000000E+006	-7.552553826744152E+000	
5.404400000000000E+006	-7.632123103701385E+000	
5.411850000000000E+006	-7.714479792961905E+000	
5.419300000000000E+006	-7.788237783771263E+000	
5.426750000000000E+006	-7.869034236019263E+000	
5.434200000000000E+006	-7.950929009698451E+000	
5.441650000000000E+006	-8.032901951451786E+000	
5.449100000000000E+006	-8.112360974359856E+000	
5.456550000000000E+006	-8.197740658729787E+000	
5.464000000000000E+006	-8.272379114784492E+000	
5.471450000000000E+006	-8.359809684744901E+000	
5.478900000000000E+006	-8.442276731741798E+000	
5.486350000000000E+006	-8.528153972405276E+000	
5.493800000000000E+006	-8.607533934570803E+000	
5.501250000000000E+006	-8.692147443771912E+000	
5.508700000000000E+006	-8.773589839397967E+000	
5.516150000000000E+006	-8.857250729194913E+000	
5.523600000000000E+006	-8.946310648632712E+000	
5.531050000000000E+006	-9.032007066660254E+000	
5.538500000000000E+006	-9.120833662677445E+000	
5.545950000000000E+006	-9.205676480810785E+000	
5.553400000000000E+006	-9.291379632323851E+000	
5.560850000000000E+006	-9.381724490537609E+000	
5.568300000000000E+006	-9.470487163801296E+000	
5.575750000000000E+006	-9.562121276779337E+000	
5.583200000000000E+006	-9.652549491881562E+000	
5.590650000000000E+006	-9.738465441734737E+000	
5.598100000000000E+006	-9.831487791155153E+000	
5.605550000000000E+006	-9.921958555469427E+000	
5.613000000000000E+006	-1.001217882816028E+001	
5.620450000000000E+006	-1.010552818778609E+001	
5.627900000000000E+006	-1.019779358055755E+001	
5.635350000000000E+006	-1.029167212538069E+001	
5.642800000000000E+006	-1.038606372005206E+001	
5.650250000000000E+006	-1.047917965598301E+001	
5.657700000000000E+006	-1.057773110178137E+001	
5.665150000000000E+006	-1.067194359080160E+001	
5.672600000000000E+006	-1.077518855123802E+001	
5.680050000000000E+006	-1.087111103206290E+001	
5.687500000000000E+006	-1.096433121716938E+001	
5.694950000000000E+006	-1.106891541100360E+001	
5.702400000000000E+006	-1.116521990446714E+001	
5.709850000000000E+006	-1.126539939375195E+001	
5.717300000000000E+006	-1.136672817182149E+001	
5.724750000000000E+006	-1.146691606183133E+001	
5.732200000000000E+006	-1.156833762502755E+001	
5.739650000000000E+006	-1.167148274236918E+001	
5.747100000000000E+006	-1.177829198785460E+001	
5.754550000000000E+006	-1.188052529085440E+001	
5.762000000000000E+006	-1.198348300045893E+001	
5.769450000000000E+006	-1.208798278486742E+001	
5.776900000000000E+006	-1.219989837746669E+001	
5.784350000000000E+006	-1.229834525834660E+001	
5.791800000000000E+006	-1.240976069349537E+001	
5.799250000000000E+006	-1.251640041901433E+001	
5.806700000000000E+006	-1.262830130893721E+001	
5.814150000000000E+006	-1.273874785004263E+001	
5.821600000000000E+006	-1.285273049731808E+001	
5.829050000000000E+006	-1.295552891881621E+001	
5.836500000000000E+006	-1.307264321160515E+001	
5.843950000000000E+006	-1.317909995529065E+001	
5.851400000000000E+006	-1.329091643947249E+001	
5.858850000000000E+006	-1.340854783172945E+001	
5.866300000000000E+006	-1.352683143801490E+001	
5.873750000000000E+006	-1.364205344404000E+001	
5.881200000000000E+006	-1.375375540070094E+001	
5.888650000000000E+006	-1.387424770290816E+001	
5.896100000000000E+006	-1.399519308974874E+001	
5.903550000000000E+006	-1.411558010309181E+001	
5.911000000000000E+006	-1.423056125525239E+001	
5.918450000000000E+006	-1.435007396814332E+001	
5.925900000000000E+006	-1.447885894008193E+001	
5.933350000000000E+006	-1.460222857131454E+001	
5.940800000000000E+006	-1.472529540099510E+001	
5.948250000000000E+006	-1.485170426175001E+001	
5.955700000000000E+006	-1.498177823895168E+001	
5.963150000000000E+006	-1.510995012954713E+001	
5.970600000000000E+006	-1.523945499364090E+001	
5.978050000000000E+006	-1.536931254800326E+001	
5.985500000000000E+006	-1.550214115500473E+001	
5.992950000000000E+006	-1.563155249088776E+001	
6.000400000000000E+006	-1.576907450844949E+001	
6.007850000000000E+006	-1.590561870302807E+001	
6.015300000000000E+006	-1.604590763723484E+001	
6.022750000000000E+006	-1.618467387972029E+001	
6.030200000000000E+006	-1.632909701137657E+001	
6.037650000000000E+006	-1.647312386919660E+001	
6.045100000000000E+006	-1.660907943487944E+001	
6.052550000000000E+006	-1.675373398164249E+001	
6.060000000000000E+006	-1.690071435703361E+001	
6.067450000000000E+006	-1.704928731250690E+001	
6.074900000000000E+006	-1.719674486895277E+001	
6.082350000000000E+006	-1.734489138348250E+001	
6.089800000000000E+006	-1.750749875608324E+001	
6.097250000000000E+006	-1.766003313731937E+001	
6.104700000000000E+006	-1.781449367111175E+001	
6.112150000000000E+006	-1.797463985866455E+001	
6.119600000000000E+006	-1.813654498807786E+001	
6.127050000000000E+006	-1.830120307343008E+001	
6.134500000000000E+006	-1.847153270289281E+001	
6.141950000000000E+006	-1.863104063154699E+001	
6.149400000000000E+006	-1.880269714701143E+001	
6.156850000000000E+006	-1.896397743949001E+001	
6.164300000000000E+006	-1.914299609563440E+001	
6.171750000000000E+006	-1.931481430904802E+001	
6.179200000000000E+006	-1.949972042479011E+001	
6.186650000000000E+006	-1.967083178948410E+001	
6.194100000000000E+006	-1.986348018533720E+001	
6.201550000000000E+006	-2.004183180499303E+001	
6.209000000000000E+006	-2.023296559589463E+001	
6.216450000000000E+006	-2.042818915696196E+001	
6.223900000000000E+006	-2.062114506174933E+001	
6.231350000000000E+006	-2.081905380875470E+001	
6.238800000000000E+006	-2.101742202732432E+001	
6.246250000000000E+006	-2.122052945114084E+001	
6.253700000000000E+006	-2.143057578562171E+001	
6.261150000000000E+006	-2.163474087482702E+001	
6.268600000000000E+006	-2.185235662225144E+001	
6.276050000000000E+006	-2.207392985914187E+001	
6.283500000000000E+006	-2.230192539872716E+001	
6.290950000000000E+006	-2.253245898829948E+001	
6.298400000000000E+006	-2.275228924846747E+001	
6.305850000000000E+006	-2.299283808758620E+001	
6.313300000000000E+006	-2.322713671570901E+001	
6.320750000000000E+006	-2.347064488569136E+001	
6.328200000000000E+006	-2.372963278534783E+001	
6.335650000000000E+006	-2.397961312114806E+001	
6.343100000000000E+006	-2.424578883605569E+001	
6.350550000000000E+006	-2.451467323350356E+001	
6.358000000000000E+006	-2.477230654599500E+001	
6.365450000000000E+006	-2.506603598736420E+001	
6.372900000000000E+006	-2.534793744921778E+001	
6.380350000000000E+006	-2.564254715063120E+001	
6.387800000000000E+006	-2.594404106908133E+001	
6.395250000000000E+006	-2.626688850270020E+001	
6.402700000000000E+006	-2.659002840165682E+001	
6.410150000000000E+006	-2.692312405287372E+001	
6.417600000000000E+006	-2.725933367375195E+001	
6.425050000000000E+006	-2.762483253378252E+001	
6.432500000000000E+006	-2.798993774475520E+001	
6.439950000000000E+006	-2.837187009780019E+001	
6.447400000000000E+006	-2.875931386594590E+001	
6.454850000000000E+006	-2.918796433940502E+001	
6.462300000000000E+006	-2.960879930250040E+001	
6.469750000000000E+006	-3.006271045438553E+001	
6.477200000000000E+006	-3.051360778320226E+001	
6.484650000000000E+006	-3.101339673174264E+001	
6.492100000000000E+006	-3.152407331757136E+001	
6.499550000000000E+006	-3.206330667212788E+001	
6.507000000000000E+006	-3.267316283265493E+001	
6.514450000000000E+006	-3.324099928803010E+001	
6.521900000000000E+006	-3.391763137275943E+001	
6.529350000000000E+006	-3.463226064304855E+001	
6.536800000000000E+006	-3.539355895313520E+001	
6.544250000000000E+006	-3.619100670469847E+001	
6.551700000000000E+006	-3.708645294452646E+001	
6.559150000000000E+006	-3.810552865471869E+001	
6.566600000000000E+006	-3.920620060702515E+001	
6.574050000000000E+006	-4.039057250518430E+001	
6.581500000000000E+006	-4.184812974252887E+001	
6.588950000000000E+006	-4.365335851002158E+001	
6.596400000000000E+006	-4.576905973774591E+001	
6.603850000000000E+006	-4.846462177828240E+001	
6.611300000000000E+006	-5.241115252589325E+001	
6.618750000000000E+006	-6.022837018630014E+001	
6.626200000000000E+006	-6.668727163104688E+001	
6.633650000000000E+006	-5.449447194236851E+001	
6.641100000000000E+006	-4.985634374952865E+001	
6.648550000000000E+006	-4.679065065221054E+001	
6.656000000000000E+006	-4.458592131359315E+001	
6.663450000000000E+006	-4.278628684592834E+001	
6.670900000000000E+006	-4.137691084452424E+001	
6.678350000000000E+006	-4.013382781892444E+001	
6.685800000000000E+006	-3.911712173615254E+001	
6.693250000000000E+006	-3.814170830514787E+001	
6.700700000000000E+006	-3.731775970189614E+001	
6.708150000000000E+006	-3.654658773147012E+001	
6.715600000000000E+006	-3.581238602301925E+001	
6.723050000000000E+006	-3.519080579075521E+001	
6.730500000000000E+006	-3.462286819489609E+001	
6.737950000000000E+006	-3.406184818444351E+001	
6.745400000000000E+006	-3.354216750494694E+001	
6.752850000000000E+006	-3.308536066665013E+001	
6.760300000000000E+006	-3.264879118653060E+001	
6.767750000000000E+006	-3.223448274831662E+001	
6.775200000000000E+006	-3.182971684047556E+001	
6.782650000000000E+006	-3.144661541342139E+001	
6.790100000000000E+006	-3.109697613032497E+001	
6.797550000000000E+006	-3.076146754030743E+001	
6.805000000000000E+006	-3.043881301537301E+001	
6.812450000000000E+006	-3.013309308192986E+001	
6.819900000000000E+006	-2.981773657947267E+001	
6.827350000000000E+006	-2.954668697987460E+001	
6.834800000000000E+006	-2.928447666689776E+001	
6.842250000000000E+006	-2.900917074229822E+001	
6.849700000000000E+006	-2.877745463040141E+001	
6.857150000000000E+006	-2.853614511359377E+001	
6.864600000000000E+006	-2.831187189780390E+001	
6.872050000000000E+006	-2.809225904958174E+001	
6.879500000000000E+006	-2.788587403004100E+001	
6.886950000000000E+006	-2.766135949672933E+001	
6.894400000000000E+006	-2.747851511634241E+001	
6.901850000000000E+006	-2.728174841852686E+001	
6.909300000000000E+006	-2.709915668497233E+001	
6.916750000000000E+006	-2.693090424328675E+001	
6.924200000000000E+006	-2.675567558355603E+001	
6.931650000000000E+006	-2.658374158698006E+001	
6.939100000000000E+006	-2.640891731958051E+001	
6.946550000000000E+006	-2.626492164784434E+001	
6.954000000000000E+006	-2.609309166625413E+001	
6.961450000000000E+006	-2.595257354028765E+001	
6.968900000000000E+006	-2.580857919941272E+001	
6.976350000000000E+006	-2.567263580227945E+001	
6.983800000000000E+006	-2.554169831347943E+001	
6.991250000000000E+006	-2.541248460343717E+001	
6.998700000000000E+006	-2.528968857898744E+001	
7.006150000000000E+006	-2.515686298673994E+001	
7.013600000000000E+006	-2.504130697924389E+001	
7.021050000000000E+006	-2.492427244862355E+001	
7.028500000000000E+006	-2.481566678352914E+001	
7.035950000000000E+006	-2.469627391154254E+001	
7.043400000000000E+006	-2.458419043719450E+001	
7.050850000000000E+006	-2.448233244098729E+001	
7.058300000000000E+006	-2.438364830946608E+001	
7.065750000000000E+006	-2.428811440634222E+001	
7.073200000000000E+006	-2.419274225872158E+001	
7.080650000000000E+006	-2.409669407741712E+001	
7.088100000000000E+006	-2.400296719840980E+001	
7.095550000000000E+006	-2.390881928308789E+001	
7.103000000000000E+006	-2.382642778707159E+001	
7.110450000000000E+006	-2.373464688015361E+001	
7.117900000000000E+006	-2.365616419087153E+001	
7.125350000000000E+006	-2.357219879844292E+001	
7.132800000000000E+006	-2.349873216671014E+001	
7.140250000000000E+006	-2.341952159478481E+001	
7.147700000000000E+006	-2.334114626428717E+001	
7.155150000000000E+006	-2.327059124140343E+001	
7.162600000000000E+006	-2.320230610363169E+001	
7.170050000000000E+006	-2.312815838460057E+001	
7.177500000000000E+006	-2.306366543343124E+001	
7.184950000000000E+006	-2.299015465498455E+001	
7.192400000000000E+006	-2.292631948210452E+001	
7.199850000000000E+006	-2.286975917742812E+001	
7.207300000000000E+006	-2.280852600077211E+001	
7.214750000000000E+006	-2.274429025520468E+001	
7.222200000000000E+006	-2.268164864353118E+001	
7.229650000000000E+006	-2.262534886686697E+001	
7.237100000000000E+006	-2.257344109796826E+001	
7.244550000000000E+006	-2.251731150157524E+001	
7.252000000000000E+006	-2.247106478971075E+001	
7.259450000000000E+006	-2.242076576686916E+001	
7.266900000000000E+006	-2.236236697838712E+001	
7.274350000000000E+006	-2.231012998449944E+001	
7.281800000000000E+006	-2.226680558056527E+001	
7.289250000000000E+006	-2.221958009225453E+001	
7.296700000000000E+006	-2.217839042131708E+001	
7.304150000000000E+006	-2.213428591381711E+001	
7.311600000000000E+006	-2.208579671241552E+001	
7.319050000000000E+006	-2.204696611535538E+001	
7.326500000000000E+006	-2.201418474296796E+001	
7.333950000000000E+006	-2.197160115170563E+001	
7.341400000000000E+006	-2.193909110682975E+001	
7.348850000000000E+006	-2.189890511041057E+001	
7.356300000000000E+006	-2.186236738754671E+001	
7.363750000000000E+006	-2.183343388250179E+001	
7.371200000000000E+006	-2.180141006953490E+001	
7.378650000000000E+006	-2.175726324836444E+001	
7.386100000000000E+006	-2.173446806496208E+001	
7.393550000000000E+006	-2.169996396987163E+001	
7.401000000000000E+006	-2.167626240594503E+001	
7.408450000000000E+006	-2.164564603190274E+001	
7.415900000000000E+006	-2.161400491791481E+001	
7.423350000000000E+006	-2.159283301874486E+001	
7.430800000000000E+006	-2.156749536899249E+001	
7.438250000000000E+006	-2.153543879817605E+001	
7.445700000000000E+006	-2.151683699745619E+001	
7.453150000000000E+006	-2.149223962647749E+001	
7.460600000000000E+006	-2.147561642182210E+001	
7.468050000000000E+006	-2.145713367201575E+001	
7.475500000000000E+006	-2.143079918041080E+001	
7.482950000000000E+006	-2.141655171196497E+001	
7.490400000000000E+006	-2.139969366157980E+001	
7.497850000000000E+006	-2.138151233531886E+001	
7.505300000000000E+006	-2.136568457524277E+001	
7.512750000000000E+006	-2.134778233339606E+001	
7.520200000000000E+006	-2.133327000064455E+001	
7.527650000000000E+006	-2.132270737630505E+001	
7.535100000000000E+006	-2.130112901657007E+001	
7.542550000000000E+006	-2.129868213498119E+001	
7.550000000000000E+006	-2.127756372768578E+001	
7.557450000000000E+006	-2.127063797497631E+001	
7.564900000000000E+006	-2.125745139729481E+001	
7.572350000000000E+006	-2.125041183634275E+001	
7.579800000000000E+006	-2.124200539587099E+001	
7.587250000000000E+006	-2.123433412403786E+001	
7.594700000000000E+006	-2.123205573176805E+001	
7.602150000000000E+006	-2.121605466809179E+001	
7.609600000000000E+006	-2.121008697417454E+001	
7.617050000000000E+006	-2.120826254220569E+001	
7.624500000000000E+006	-2.119314115666444E+001	
7.631950000000000E+006	-2.119725722446083E+001	
7.639400000000000E+006	-2.120053471603914E+001	
7.646850000000000E+006	-2.119176876619106E+001	
7.654300000000000E+006	-2.119136120278012E+001	
7.661750000000000E+006	-2.120083831386827E+001	
7.669200000000000E+006	-2.119169871350255E+001	
7.676650000000000E+006	-2.119610448174249E+001	
7.684100000000000E+006	-2.119517069043012E+001	
7.691550000000000E+006	-2.119404639708184E+001	
7.699000000000000E+006	-2.119578951416375E+001	
7.706450000000000E+006	-2.120143601992234E+001	
7.713900000000000E+006	-2.119998569020274E+001	
7.721350000000000E+006	-2.120844301486730E+001	
7.728800000000000E+006	-2.122347781749401E+001	
7.736250000000000E+006	-2.122111137326528E+001	
7.743700000000000E+006	-2.122977733657436E+001	
7.751150000000000E+006	-2.124017711620800E+001	
7.758600000000000E+006	-2.123804523154677E+001	
7.766050000000000E+006	-2.125609335478206E+001	
7.773500000000000E+006	-2.126172822545241E+001	
7.780950000000000E+006	-2.127652419567781E+001	
7.788400000000000E+006	-2.128384487066011E+001	
7.795850000000000E+006	-2.129873140412231E+001	
7.803300000000000E+006	-2.130446393018687E+001	
7.810750000000000E+006	-2.131783775391584E+001	
7.818200000000000E+006	-2.133080384783641E+001	
7.825650000000000E+006	-2.134751174996614E+001	
7.833100000000000E+006	-2.136341876120565E+001	
7.840550000000000E+006	-2.137792779504750E+001	
7.848000000000000E+006	-2.139341415436574E+001	
7.855450000000000E+006	-2.141173307193044E+001	
7.862900000000000E+006	-2.143712368875851E+001	
7.870350000000000E+006	-2.144612978059974E+001	
7.877800000000000E+006	-2.147131218501849E+001	
7.885250000000000E+006	-2.148871015633535E+001	
7.892700000000000E+006	-2.151072781514320E+001	
7.900150000000000E+006	-2.153191233470106E+001	
7.907600000000000E+006	-2.155676867332367E+001	
7.915050000000000E+006	-2.157277382530552E+001	
7.922500000000000E+006	-2.160456137471963E+001	
7.929950000000000E+006	-2.162241070118665E+001	
7.937400000000000E+006	-2.164673156251489E+001	
7.944850000000000E+006	-2.166895052030647E+001	
7.952300000000000E+006	-2.170216953210268E+001	
7.959750000000000E+006	-2.172408318387874E+001	
7.967200000000000E+006	-2.174276268698074E+001	
7.974650000000000E+006	-2.177709707687538E+001	
7.982100000000000E+006	-2.181026066381288E+001	
7.989550000000000E+006	-2.183768378987047E+001	
7.997000000000000E+006	-2.186203781861213E+001	
8.004450000000000E+006	-2.189111181919456E+001	
8.011900000000000E+006	-2.192601759437479E+001	
8.019350000000000E+006	-2.195858906201663E+001	
8.026800000000000E+006	-2.199286364448435E+001	
8.034250000000000E+006	-2.202371320425475E+001	
8.041700000000000E+006	-2.205226954879903E+001	
8.049150000000000E+006	-2.208038646654875E+001	
8.056600000000000E+006	-2.212133223225026E+001	
8.064050000000000E+006	-2.215506874354425E+001	
8.071500000000000E+006	-2.219723150445604E+001	
8.078950000000000E+006	-2.223300571878395E+001	
8.086400000000000E+006	-2.226524439041901E+001	
8.093850000000000E+006	-2.231267294252213E+001	
8.101300000000000E+006	-2.234762916094626E+001	
8.108750000000000E+006	-2.238485914273165E+001	
8.116200000000000E+006	-2.242387911974845E+001	
8.123650000000000E+006	-2.246277971199959E+001	
8.131100000000000E+006	-2.249917896686095E+001	
8.138550000000000E+006	-2.254907436148761E+001	
8.146000000000000E+006	-2.259203653764905E+001	
8.153450000000000E+006	-2.263749582119371E+001	
8.160900000000000E+006	-2.267352682686390E+001	
8.168350000000000E+006	-2.271238571796960E+001	
8.175800000000000E+006	-2.275476254980213E+001	
8.183250000000000E+006	-2.280653117617693E+001	
8.190700000000000E+006	-2.285282785685266E+001	
8.198150000000000E+006	-2.290462869176123E+001	
8.205600000000000E+006	-2.294656879195805E+001	
8.213050000000000E+006	-2.299213847133729E+001	
8.220500000000000E+006	-2.304270397937738E+001	
8.227950000000000E+006	-2.309609751492705E+001	
8.235400000000000E+006	-2.314017204257997E+001	
8.242850000000000E+006	-2.319822697276833E+001	
8.250300000000000E+006	-2.324980414714573E+001	
8.257750000000000E+006	-2.329929712086569E+001	
8.265200000000000E+006	-2.335775708850268E+001	
8.272650000000000E+006	-2.340714824103587E+001	
8.280100000000000E+006	-2.346284608540733E+001	
8.287550000000000E+006	-2.352003150047413E+001	
8.295000000000000E+006	-2.357376663029718E+001	
8.302450000000000E+006	-2.363529828164461E+001	
8.309900000000000E+006	-2.369047612685199E+001	
8.317350000000000E+006	-2.374247465565821E+001	
8.324800000000000E+006	-2.381174904311090E+001	
8.332250000000000E+006	-2.389725392063173E+001	
8.339700000000000E+006	-2.393446452683956E+001	
8.347150000000000E+006	-2.400394369117326E+001	
8.354600000000000E+006	-2.405273087697485E+001	
8.362050000000000E+006	-2.413103323268948E+001	
8.369500000000000E+006	-2.418328661526663E+001	
8.376950000000000E+006	-2.425399780571117E+001	
8.384400000000000E+006	-2.432832769739442E+001	
8.391850000000000E+006	-2.439358625738007E+001	
8.399300000000000E+006	-2.446132136063483E+001	
8.406750000000000E+006	-2.453193826961548E+001	
8.414200000000000E+006	-2.460462796003335E+001	
8.421650000000000E+006	-2.467687327873139E+001	
8.429100000000000E+006	-2.476039164929943E+001	
8.436550000000000E+006	-2.483786741133386E+001	
8.444000000000000E+006	-2.491586092642021E+001	
8.451450000000000E+006	-2.499357714868009E+001	
8.458900000000000E+006	-2.506699968833544E+001	
8.466350000000000E+006	-2.515501608384461E+001	
8.473800000000000E+006	-2.523507683629968E+001	
8.481250000000000E+006	-2.530269250202681E+001	
8.488700000000000E+006	-2.540171366890039E+001	
8.496150000000000E+006	-2.548293641603781E+001	
8.503600000000000E+006	-2.557517287281334E+001	
8.511050000000000E+006	-2.565208309427607E+001	
8.518500000000000E+006	-2.573998263419621E+001	
8.525950000000000E+006	-2.583165926754768E+001	
8.533400000000000E+006	-2.592373829252398E+001	
8.540850000000000E+006	-2.602127969849656E+001	
8.548300000000000E+006	-2.610224581269635E+001	
8.555750000000000E+006	-2.621140040279714E+001	
8.563200000000000E+006	-2.629630890694105E+001	
8.570650000000000E+006	-2.640124497207987E+001	
8.578100000000000E+006	-2.648966854054642E+001	
8.585550000000000E+006	-2.660661598560416E+001	
8.593000000000000E+006	-2.669648740600520E+001	
8.600450000000000E+006	-2.680466701841746E+001	
8.607900000000000E+006	-2.691362247055150E+001	
8.615350000000000E+006	-2.702804753053436E+001	
8.622800000000000E+006	-2.713580460293269E+001	
8.630250000000000E+006	-2.724104710902975E+001	
8.637700000000000E+006	-2.735756062364958E+001	
8.645150000000000E+006	-2.748618154207038E+001	
8.652600000000000E+006	-2.758708043765811E+001	
8.660050000000000E+006	-2.771779999375579E+001	
8.667500000000000E+006	-2.784163980978780E+001	
8.674950000000000E+006	-2.796565513146193E+001	
8.682400000000000E+006	-2.809746012267512E+001	
8.689850000000000E+006	-2.822278831190882E+001	
8.697300000000000E+006	-2.835329460814937E+001	
8.704750000000000E+006	-2.848948124279586E+001	
8.712200000000000E+006	-2.861163592873420E+001	
8.719650000000000E+006	-2.875473661610331E+001	
8.727100000000000E+006	-2.889497216748700E+001	
8.734550000000000E+006	-2.903622376735460E+001	
8.742000000000000E+006	-2.917791972040852E+001	
8.749450000000000E+006	-2.932435176053193E+001	
8.756900000000000E+006	-2.947501760007438E+001	
8.764350000000000E+006	-2.963204456452019E+001	
8.771800000000000E+006	-2.977275928061056E+001	
8.779250000000000E+006	-2.994661662108945E+001	
8.786700000000000E+006	-3.010621919939846E+001	
